GSM,ThreadDensity,TensileStrength,Shrinkage,AirPermeability,Thickness,Quality
215.0,102.0,609.0,7.82,783.0,0.61,Low
89.0,137.0,243.0,9.31,631.0,0.49,Low
204.0,62.0,357.0,5.77,619.0,0.97,Low
249.0,138.0,984.0,2.75,133.0,0.37,High
151.0,174.0,593.0,8.24,790.0,0.66,Low
231.0,167.0,711.0,0.05,589.0,0.48,Medium
287.0,103.0,244.0,5.65,719.0,0.16,Low
128.0,165.0,307.0,3.39,522.0,0.54,Low
233.0,167.0,418.0,3.23,567.0,0.83,Medium
147.0,53.0,642.0,6.45,123.0,0.19,Low
129.0,124.0,514.0,8.51,315.0,0.16,Low
231.0,98.0,609.0,6.09,154.0,0.24,Low
98.0,56.0,427.0,8.53,125.0,0.79,Low
179.0,159.0,902.0,2.65,380.0,0.75,Medium
139.0,171.0,871.0,5.2,426.0,0.61,Medium
246.0,60.0,466.0,4.51,285.0,0.52,Low
281.0,141.0,578.0,0.12,594.0,0.9,Medium
243.0,77.0,901.0,6.62,740.0,0.83,Medium
321.0,160.0,886.0,5.92,533.0,0.83,High
148.0,106.0,489.0,7.36,307.0,0.68,Low
254.0,75.0,556.0,5.71,232.0,0.51,Medium
128.0,103.0,856.0,0.67,438.0,0.88,Medium
305.0,146.0,403.0,5.96,361.0,0.12,Medium
240.0,63.0,412.0,2.75,381.0,0.15,Low
198.0,127.0,751.0,0.8,468.0,0.96,Medium
228.0,126.0,609.0,4.3,202.0,0.35,Medium
229.0,79.0,522.0,5.54,731.0,0.89,Low
239.0,66.0,380.0,4.71,522.0,0.21,Low
90.0,142.0,698.0,6.44,108.0,0.17,Low
217.0,128.0,519.0,3.33,656.0,0.24,Medium
215.0,151.0,502.0,6.49,723.0,0.54,Low
333.0,155.0,461.0,4.71,666.0,0.73,Medium
337.0,96.0,983.0,5.53,492.0,0.99,High
342.0,126.0,399.0,0.11,626.0,0.5,Medium
164.0,113.0,439.0,6.97,136.0,0.57,Low
225.0,136.0,891.0,3.76,277.0,0.57,Medium
121.0,56.0,609.0,9.43,738.0,0.59,Low
204.0,71.0,494.0,8.18,728.0,0.57,Low
246.0,130.0,711.0,5.88,171.0,0.11,Medium
320.0,123.0,888.0,2.52,451.0,0.1,High
267.0,187.0,595.0,2.04,722.0,0.19,High
98.0,184.0,948.0,3.4,248.0,0.19,Medium
147.0,174.0,337.0,4.77,796.0,0.73,Low
297.0,99.0,328.0,2.96,204.0,0.28,Medium
181.0,101.0,248.0,5.15,758.0,0.91,Low
121.0,50.0,875.0,1.65,320.0,0.94,Low
246.0,53.0,988.0,9.78,473.0,0.98,Medium
188.0,194.0,492.0,1.08,617.0,0.95,Medium
115.0,181.0,827.0,9.32,359.0,0.34,Medium
311.0,53.0,735.0,9.14,398.0,0.56,Medium
308.0,50.0,510.0,4.71,141.0,0.26,Medium
243.0,120.0,736.0,7.25,591.0,0.83,Medium
152.0,84.0,838.0,4.36,538.0,0.9,Medium
215.0,57.0,433.0,6.3,146.0,0.87,Low
149.0,85.0,408.0,3.41,184.0,0.49,Low
275.0,172.0,804.0,3.01,785.0,0.78,High
348.0,92.0,293.0,5.78,157.0,0.19,Medium
128.0,76.0,526.0,4.98,308.0,0.14,Low
209.0,81.0,424.0,5.8,347.0,0.78,Low
84.0,127.0,991.0,2.87,310.0,0.48,Medium
106.0,170.0,210.0,3.67,138.0,1.0,Low
239.0,195.0,528.0,0.84,351.0,0.19,Medium
215.0,65.0,211.0,0.52,742.0,0.87,Low
343.0,126.0,234.0,2.53,512.0,0.53,Medium
309.0,96.0,646.0,0.74,545.0,0.84,Medium
279.0,80.0,651.0,1.04,151.0,0.84,Medium
129.0,53.0,939.0,8.13,473.0,0.92,Low
146.0,66.0,419.0,0.39,625.0,0.37,Low
137.0,88.0,640.0,6.59,255.0,0.95,Low
338.0,97.0,852.0,2.73,641.0,0.24,High
209.0,88.0,734.0,8.72,189.0,0.17,Medium
294.0,181.0,794.0,4.85,778.0,0.49,High
251.0,79.0,428.0,3.06,450.0,0.85,Medium
337.0,71.0,543.0,5.18,168.0,0.53,Medium
181.0,115.0,279.0,3.82,262.0,0.85,Low
288.0,157.0,552.0,5.64,341.0,0.76,Medium
195.0,61.0,595.0,1.15,594.0,0.29,Medium
229.0,67.0,609.0,4.26,151.0,0.15,Medium
115.0,139.0,870.0,3.48,753.0,0.91,Medium
287.0,50.0,327.0,7.1,162.0,0.37,Low
185.0,176.0,901.0,3.64,608.0,0.55,Medium
237.0,139.0,742.0,8.33,391.0,0.48,Medium
200.0,136.0,558.0,4.54,190.0,0.25,Medium
134.0,139.0,726.0,7.2,763.0,0.42,Low
91.0,183.0,512.0,1.07,523.0,0.27,Low
224.0,119.0,274.0,8.46,768.0,0.28,Low
215.0,93.0,745.0,7.36,464.0,0.27,Medium
82.0,135.0,395.0,2.12,249.0,0.54,Low
223.0,68.0,228.0,1.45,370.0,0.82,Low
109.0,150.0,905.0,3.16,680.0,0.61,Medium
316.0,195.0,215.0,9.76,215.0,0.9,Medium
194.0,144.0,622.0,2.57,615.0,0.67,Medium
183.0,150.0,788.0,4.56,686.0,0.72,Medium
197.0,79.0,792.0,0.3,340.0,0.7,Medium
84.0,82.0,604.0,3.97,129.0,0.5,Low
327.0,61.0,835.0,5.71,242.0,0.72,Medium
228.0,143.0,813.0,5.17,794.0,0.87,Medium
163.0,186.0,276.0,8.19,115.0,0.8,Low
310.0,198.0,428.0,5.47,210.0,0.32,Medium
240.0,125.0,496.0,0.41,206.0,0.79,Medium
117.0,78.0,709.0,3.15,478.0,0.11,Low
305.0,166.0,914.0,5.76,261.0,0.3,High
221.0,64.0,772.0,9.51,382.0,0.16,Medium
230.0,51.0,737.0,8.59,368.0,0.8,Low
193.0,166.0,782.0,2.28,583.0,0.78,Medium
316.0,67.0,814.0,2.2,766.0,0.83,High
145.0,52.0,525.0,2.01,172.0,0.1,Low
337.0,184.0,609.0,9.22,296.0,0.55,Medium
328.0,157.0,868.0,8.53,342.0,0.73,High
259.0,144.0,558.0,7.75,697.0,0.24,Medium
269.0,171.0,905.0,3.93,358.0,0.68,High
233.0,126.0,986.0,5.04,248.0,0.18,Medium
275.0,117.0,523.0,4.64,489.0,0.26,Medium
341.0,172.0,897.0,2.53,515.0,0.53,High
222.0,162.0,525.0,5.05,525.0,0.69,Medium
180.0,147.0,609.0,0.3,316.0,0.23,Medium
323.0,126.0,364.0,1.32,185.0,0.27,Medium
91.0,71.0,772.0,8.87,315.0,0.28,Low
318.0,176.0,803.0,7.52,522.0,0.31,High
128.0,183.0,997.0,4.23,419.0,0.3,Medium
245.0,134.0,609.0,3.7,514.0,0.69,Medium
161.0,126.0,936.0,7.41,698.0,0.49,Medium
237.0,193.0,326.0,7.84,139.0,0.8,Medium
295.0,144.0,392.0,7.63,260.0,0.75,Medium
237.0,191.0,826.0,7.23,636.0,0.21,Medium
213.0,168.0,973.0,2.05,519.0,0.14,High
86.0,199.0,209.0,4.7,194.0,0.17,Low
93.0,91.0,291.0,3.31,541.0,0.23,Low
152.0,102.0,338.0,7.55,657.0,0.12,Low
242.0,123.0,680.0,3.29,749.0,0.67,Medium
145.0,88.0,648.0,1.38,565.0,0.62,Low
209.0,171.0,609.0,3.99,387.0,0.99,Medium
285.0,64.0,539.0,9.8,775.0,0.9,Medium
335.0,172.0,251.0,2.26,511.0,0.47,Medium
104.0,180.0,665.0,4.33,627.0,0.37,Medium
332.0,132.0,917.0,0.71,117.0,0.24,High
243.0,59.0,998.0,4.88,235.0,0.22,Medium
215.0,141.0,674.0,7.02,563.0,0.22,Medium
215.0,78.0,600.0,5.13,347.0,0.2,Medium
189.0,84.0,638.0,4.71,100.0,0.32,Low
317.0,55.0,804.0,2.89,480.0,0.38,Medium
104.0,189.0,856.0,0.86,608.0,0.97,Medium
220.0,160.0,797.0,9.37,559.0,0.62,Medium
196.0,87.0,708.0,3.78,604.0,0.99,Medium
104.0,126.0,352.0,5.76,575.0,0.44,Low
158.0,142.0,713.0,7.92,656.0,0.51,Medium
147.0,196.0,702.0,3.24,131.0,0.39,Medium
252.0,116.0,971.0,7.16,217.0,0.26,Medium
91.0,185.0,875.0,1.35,283.0,0.23,Medium
207.0,126.0,205.0,2.91,290.0,0.95,Low
175.0,171.0,699.0,1.45,173.0,0.99,Medium
171.0,133.0,860.0,8.11,722.0,0.14,Medium
220.0,181.0,916.0,2.23,202.0,0.24,High
110.0,134.0,317.0,7.17,685.0,0.48,Low
99.0,94.0,684.0,9.43,519.0,0.27,Low
225.0,185.0,800.0,5.28,572.0,0.43,Medium
239.0,136.0,865.0,5.4,213.0,0.22,Medium
122.0,65.0,878.0,4.61,478.0,0.51,Low
333.0,126.0,667.0,3.26,412.0,0.34,High
209.0,58.0,360.0,4.76,429.0,0.42,Low
139.0,109.0,469.0,6.03,438.0,0.18,Low
230.0,127.0,1020.0,9.86,337.0,0.49,Low
84.0,126.0,427.0,9.38,272.0,0.98,Low
345.0,120.0,348.0,8.62,178.0,0.4,Medium
215.0,64.0,245.0,8.89,563.0,0.89,Low
346.0,120.0,343.0,4.68,704.0,0.86,Medium
257.0,151.0,949.0,4.71,600.0,0.96,High
332.0,71.0,983.0,8.95,661.0,0.81,High
135.0,162.0,831.0,3.93,384.0,0.69,Medium
162.0,50.0,609.0,9.62,322.0,0.87,Low
178.0,59.0,612.0,4.16,692.0,0.17,Low
228.0,159.0,931.0,6.01,365.0,0.52,Medium
235.0,162.0,719.0,7.1,766.0,0.99,Medium
269.0,99.0,543.0,9.51,472.0,0.79,Medium
342.0,61.0,586.0,2.45,332.0,0.97,Medium
159.0,138.0,672.0,7.46,335.0,0.8,Low
331.0,161.0,474.0,5.21,770.0,0.89,Medium
176.0,127.0,552.0,2.69,413.0,0.74,Medium
339.0,170.0,265.0,7.77,479.0,0.78,Medium
339.0,72.0,278.0,5.52,713.0,0.57,Medium
182.0,183.0,797.0,6.61,662.0,0.93,Medium
215.0,74.0,835.0,3.23,519.0,0.84,Low
180.0,67.0,401.0,4.81,151.0,0.86,Low
300.0,190.0,609.0,4.71,742.0,0.71,High
203.0,92.0,757.0,4.05,608.0,0.37,Medium
310.0,127.0,312.0,1.98,304.0,0.13,Medium
257.0,77.0,290.0,4.71,356.0,0.94,Low
142.0,195.0,340.0,5.11,284.0,0.63,Low
195.0,108.0,488.0,7.34,244.0,0.37,Low
270.0,112.0,929.0,4.11,789.0,0.23,High
141.0,141.0,609.0,3.55,113.0,0.85,Medium
335.0,105.0,610.0,4.07,345.0,0.85,Medium
86.0,160.0,576.0,4.09,286.0,0.83,Low
234.0,186.0,583.0,5.44,436.0,0.68,Medium
171.0,117.0,351.0,5.43,358.0,0.43,Low
93.0,95.0,950.0,4.97,139.0,0.37,Low
308.0,116.0,826.0,1.35,700.0,0.11,High
165.0,185.0,518.0,4.96,736.0,0.85,Medium
212.0,55.0,568.0,1.69,517.0,0.18,Medium
262.0,73.0,805.0,1.26,450.0,0.67,Medium
141.0,143.0,759.0,9.33,108.0,0.55,Low
298.0,62.0,902.0,6.05,449.0,0.57,Medium
325.0,74.0,661.0,6.59,183.0,0.93,Medium
309.0,197.0,211.0,4.02,632.0,0.13,Medium
158.0,167.0,355.0,4.71,457.0,0.8,Low
228.0,131.0,883.0,6.38,477.0,0.15,Medium
217.0,160.0,676.0,7.69,271.0,0.13,Medium
144.0,131.0,600.0,3.69,124.0,0.49,Low
92.0,115.0,376.0,9.6,492.0,0.16,Low
292.0,94.0,540.0,8.2,202.0,0.81,Medium
321.0,163.0,256.0,8.54,335.0,0.58,Medium
292.0,112.0,647.0,1.72,509.0,0.13,Medium
260.0,125.0,402.0,2.71,648.0,0.14,Medium
252.0,163.0,896.0,2.86,431.0,0.65,High
239.0,160.0,832.0,2.71,763.0,0.83,High
243.0,196.0,937.0,4.71,631.0,0.49,High
267.0,84.0,1604.0,0.32,748.0,0.6,Medium
270.0,102.0,529.0,0.76,128.0,0.82,Medium
335.0,75.0,562.0,2.74,642.0,0.65,Medium
262.0,63.0,653.0,2.0,118.0,0.3,Medium
196.0,167.0,555.0,2.32,247.0,0.65,Medium
275.0,94.0,415.0,7.98,570.0,0.67,Medium
113.0,100.0,754.0,5.63,590.0,0.76,Low
131.0,168.0,222.0,0.06,382.0,0.66,Low
191.0,68.0,354.0,4.29,774.0,0.97,Low
331.0,131.0,385.0,4.08,212.0,0.28,Medium
161.0,125.0,448.0,1.14,554.0,0.96,Low
311.0,141.0,609.0,4.71,761.0,0.58,High
306.0,82.0,333.0,7.02,429.0,0.7,Medium
312.0,196.0,520.0,7.21,354.0,0.19,Medium
121.0,126.0,633.0,0.0,498.0,0.79,Medium
100.0,175.0,221.0,9.54,709.0,0.74,Low
121.0,86.0,799.0,8.14,607.0,0.14,Low
192.0,148.0,864.0,9.04,743.0,0.59,Medium
184.0,147.0,324.0,0.16,565.0,0.18,Medium
271.0,176.0,278.0,9.34,506.0,1.0,Medium
96.0,129.0,250.0,8.1,708.0,0.91,Low
199.0,87.0,927.0,8.37,197.0,0.12,Medium
208.0,126.0,375.0,0.93,389.0,0.87,Medium
209.0,175.0,452.0,7.39,756.0,0.93,Medium
139.0,136.0,445.0,9.6,255.0,0.42,Low
127.0,103.0,938.0,6.79,261.0,0.75,Medium
108.0,199.0,305.0,5.71,723.0,0.5,Low
176.0,65.0,392.0,9.46,796.0,0.69,Low
321.0,95.0,501.0,4.71,476.0,0.39,Medium
311.0,121.0,747.0,4.76,666.0,0.48,High
282.0,134.0,915.0,9.33,549.0,0.23,Medium
326.0,75.0,978.0,0.76,216.0,0.85,High
343.0,134.0,467.0,4.71,704.0,0.41,Medium
293.0,114.0,369.0,6.87,605.0,0.46,Medium
279.0,183.0,609.0,7.92,288.0,0.9,Medium
158.0,164.0,654.0,5.83,575.0,0.55,Medium
252.0,113.0,850.0,9.09,422.0,0.59,Medium
148.0,136.0,491.0,9.42,695.0,0.96,Low
180.0,145.0,998.0,4.02,280.0,0.25,Medium
87.0,126.0,340.0,0.23,792.0,0.53,Low
279.0,195.0,345.0,3.29,386.0,0.97,Medium
166.0,136.0,624.0,5.37,574.0,0.44,Medium
122.0,198.0,513.0,9.11,717.0,0.43,Low
188.0,106.0,383.0,8.47,740.0,0.28,Low
231.0,126.0,863.0,1.27,361.0,0.2,High
212.0,94.0,327.0,5.89,261.0,0.79,Low
227.0,126.0,486.0,5.32,586.0,0.97,Medium
311.0,164.0,452.0,2.66,280.0,0.8,Medium
307.0,96.0,977.0,8.99,568.0,0.32,High
218.0,184.0,899.0,9.27,120.0,0.14,Medium
290.0,99.0,585.0,4.03,374.0,0.99,Medium
130.0,140.0,470.0,3.84,432.0,0.38,Low
340.0,183.0,970.0,7.37,565.0,0.92,High
340.0,126.0,614.0,4.76,215.0,0.63,High
87.0,186.0,397.0,1.23,512.0,0.29,Low
217.0,158.0,522.0,9.28,636.0,0.9,Medium
117.0,106.0,255.0,4.71,356.0,0.99,Low
215.0,80.0,402.0,7.34,267.0,0.18,Low
299.0,70.0,982.0,3.67,632.0,0.88,High
302.0,139.0,820.0,0.19,697.0,0.45,High
215.0,89.0,827.0,1.01,114.0,0.57,Medium
335.0,161.0,803.0,4.96,149.0,0.92,High
128.0,94.0,337.0,6.9,403.0,0.98,Low
157.0,126.0,621.0,3.35,586.0,0.34,Medium
184.0,136.0,256.0,6.95,515.0,0.29,Low
248.0,197.0,761.0,6.99,404.0,0.17,Medium
296.0,150.0,270.0,7.04,295.0,0.61,Medium
198.0,166.0,793.0,4.93,487.0,0.11,Medium
269.0,141.0,571.0,9.15,554.0,0.47,Medium
334.0,194.0,816.0,4.89,757.0,0.17,High
345.0,77.0,799.0,4.5,409.0,0.46,High
243.0,107.0,283.0,3.08,274.0,0.85,Low
219.0,90.0,242.0,0.42,233.0,0.29,Low
337.0,183.0,865.0,6.34,165.0,0.4,High
348.0,124.0,805.0,2.49,492.0,0.88,High
260.0,87.0,332.0,4.71,464.0,0.77,Medium
239.0,126.0,594.0,7.71,378.0,0.3,Medium
305.0,124.0,264.0,3.27,462.0,0.16,Medium
90.0,191.0,489.0,2.42,270.0,0.74,Low
89.0,115.0,575.0,1.69,150.0,0.45,Low
215.0,52.0,968.0,7.75,427.0,0.79,Medium
232.0,166.0,666.0,1.3,764.0,0.5,Medium
203.0,126.0,609.0,4.54,691.0,0.41,Medium
193.0,68.0,347.0,5.07,244.0,0.51,Low
292.0,195.0,772.0,4.71,373.0,0.77,High
251.0,165.0,670.0,6.33,254.0,0.91,Medium
253.0,126.0,348.0,8.11,607.0,0.14,Medium
192.0,137.0,287.0,0.45,462.0,0.57,Low
111.0,50.0,595.0,4.71,754.0,0.52,Low
301.0,126.0,989.0,1.46,397.0,0.9,High
198.0,138.0,603.0,2.89,593.0,0.43,Medium
118.0,193.0,281.0,3.1,645.0,0.94,Low
347.0,196.0,840.0,5.22,403.0,0.67,High
97.0,65.0,581.0,3.81,338.0,0.78,Low
228.0,122.0,991.0,7.19,749.0,0.19,Medium
228.0,178.0,469.0,3.36,616.0,0.31,Medium
205.0,91.0,491.0,2.9,275.0,0.45,Low
317.0,196.0,652.0,5.41,509.0,0.25,High
214.0,129.0,914.0,0.24,463.0,0.55,Medium
230.0,153.0,223.0,0.8,122.0,0.52,Medium
315.0,195.0,510.0,4.18,417.0,0.96,High
303.0,83.0,660.0,9.43,624.0,0.49,Medium
282.0,138.0,609.0,4.71,375.0,0.81,Medium
335.0,174.0,991.0,0.88,703.0,0.95,High
215.0,94.0,609.0,4.71,719.0,0.89,Medium
229.0,183.0,863.0,7.32,328.0,0.29,Medium
314.0,70.0,637.0,6.11,763.0,0.55,Medium
101.0,171.0,737.0,8.2,207.0,0.41,Low
348.0,119.0,905.0,4.04,275.0,0.46,High
337.0,145.0,535.0,4.71,419.0,0.42,High
108.0,154.0,621.0,5.12,385.0,0.84,Low
129.0,88.0,520.0,5.38,756.0,0.57,Low
174.0,80.0,696.0,5.65,455.0,0.98,Low
167.0,59.0,786.0,9.49,113.0,0.15,Low
123.0,79.0,609.0,9.02,374.0,0.54,Low
250.0,67.0,740.0,8.76,170.0,0.8,Medium
268.0,137.0,364.0,8.01,294.0,0.24,Medium
263.0,174.0,897.0,9.43,622.0,0.65,Medium
82.0,122.0,765.0,0.98,205.0,0.32,Low
270.0,126.0,494.0,2.65,295.0,0.88,Medium
98.0,58.0,484.0,8.47,449.0,0.4,Low
102.0,158.0,586.0,5.05,523.0,0.64,Low
109.0,186.0,337.0,7.48,570.0,0.27,Low
187.0,181.0,386.0,1.39,785.0,0.36,Medium
207.0,65.0,915.0,2.52,315.0,0.47,Medium
308.0,192.0,630.0,7.32,192.0,0.42,High
190.0,148.0,753.0,1.65,359.0,0.57,Medium
215.0,170.0,615.0,3.51,674.0,0.64,Medium
265.0,101.0,999.0,2.65,640.0,0.61,High
223.0,118.0,625.0,3.5,384.0,0.69,Medium
151.0,54.0,615.0,7.08,583.0,0.38,Low
208.0,69.0,225.0,3.68,471.0,0.21,Low
340.0,128.0,570.0,5.55,169.0,0.78,Medium
82.0,195.0,584.0,1.0,478.0,0.87,Medium
183.0,160.0,255.0,8.05,378.0,0.33,Low
303.0,51.0,452.0,3.7,401.0,0.47,Medium
89.0,142.0,833.0,6.49,354.0,0.55,Low
310.0,62.0,305.0,7.25,783.0,0.58,Low
298.0,53.0,329.0,2.1,791.0,0.69,Medium
145.0,158.0,869.0,8.85,363.0,0.14,Medium
191.0,123.0,609.0,6.16,794.0,0.75,Medium
92.0,144.0,609.0,4.29,523.0,0.16,Medium
165.0,154.0,507.0,1.82,312.0,0.52,Medium
169.0,116.0,592.0,7.55,199.0,0.51,Low
133.0,159.0,733.0,2.08,211.0,0.23,Medium
215.0,58.0,309.0,3.38,407.0,0.99,Low
288.0,166.0,760.0,8.1,777.0,0.9,Medium
93.0,60.0,609.0,6.96,574.0,0.79,Low
200.0,126.0,784.0,7.66,647.0,0.47,Medium
99.0,91.0,539.0,4.41,211.0,0.27,Low
154.0,190.0,764.0,7.16,186.0,0.95,Medium
322.0,169.0,555.0,3.86,282.0,0.58,High
302.0,190.0,367.0,2.11,696.0,0.87,Medium
149.0,61.0,756.0,6.33,264.0,0.41,Low
290.0,86.0,651.0,9.76,189.0,0.4,Medium
180.0,123.0,304.0,3.11,554.0,0.99,Low
265.0,122.0,609.0,4.61,337.0,0.57,Medium
211.0,101.0,345.0,6.74,633.0,0.23,Low
211.0,105.0,498.0,8.43,157.0,0.53,Low
99.0,109.0,366.0,7.62,641.0,0.14,Low
103.0,72.0,912.0,0.58,717.0,0.52,Medium
306.0,152.0,845.0,9.98,501.0,0.48,High
215.0,89.0,922.0,7.52,778.0,0.8,Medium
309.0,113.0,247.0,8.64,765.0,0.42,Medium
281.0,134.0,837.0,6.51,618.0,0.98,Medium
339.0,80.0,206.0,1.12,145.0,0.63,Medium
267.0,69.0,663.0,3.48,629.0,0.18,Medium
136.0,179.0,652.0,8.76,496.0,0.76,Low
99.0,62.0,983.0,2.02,764.0,1.0,Low
198.0,171.0,570.0,0.78,173.0,0.84,Medium
150.0,152.0,748.0,7.88,515.0,0.6,Medium
83.0,155.0,686.0,8.35,756.0,0.54,Low
300.0,168.0,410.0,1.63,713.0,0.85,Medium
93.0,119.0,364.0,8.54,434.0,0.94,Low
82.0,148.0,324.0,6.87,732.0,0.99,Low
295.0,131.0,536.0,5.2,787.0,0.46,Medium
308.0,124.0,391.0,8.3,674.0,0.99,Medium
265.0,167.0,929.0,4.19,395.0,0.24,High
134.0,133.0,413.0,1.94,183.0,0.33,Low
333.0,118.0,773.0,2.85,114.0,0.18,High
103.0,108.0,527.0,5.05,233.0,0.34,Low
241.0,126.0,609.0,5.31,577.0,0.79,Medium
237.0,160.0,872.0,8.06,732.0,0.87,Medium
161.0,111.0,777.0,7.91,418.0,0.8,Low
238.0,193.0,609.0,5.81,491.0,0.67,High
215.0,126.0,438.0,7.81,578.0,0.56,Medium
139.0,154.0,731.0,1.92,739.0,0.74,Medium
290.0,117.0,899.0,0.5,467.0,0.45,High
231.0,64.0,281.0,4.71,466.0,0.86,Low
188.0,84.0,562.0,0.76,387.0,0.71,Medium
155.0,63.0,704.0,2.47,477.0,0.73,Low
109.0,151.0,401.0,6.95,791.0,0.58,Low
196.0,149.0,703.0,4.71,562.0,0.9,Medium
271.0,56.0,843.0,8.76,693.0,0.33,Medium
98.0,79.0,236.0,2.98,112.0,0.44,Low
307.0,193.0,788.0,3.01,267.0,0.54,High
262.0,160.0,800.0,5.78,369.0,0.9,Medium
192.0,121.0,601.0,3.76,169.0,0.41,Medium
262.0,129.0,964.0,5.35,417.0,0.43,High
225.0,132.0,905.0,8.77,475.0,0.9,Medium
195.0,91.0,375.0,9.12,188.0,0.52,Low
192.0,66.0,744.0,2.66,356.0,0.56,Medium
330.0,56.0,769.0,4.62,316.0,0.4,Medium
330.0,59.0,666.0,5.49,549.0,0.35,Medium
215.0,83.0,400.0,9.49,643.0,0.69,Low
240.0,85.0,739.0,9.99,240.0,0.21,Medium
277.0,55.0,746.0,2.35,260.0,0.89,Medium
339.0,195.0,836.0,7.27,131.0,0.8,High
227.0,183.0,593.0,3.78,251.0,0.27,Medium
319.0,78.0,241.0,0.08,359.0,0.72,Medium
126.0,175.0,796.0,0.09,378.0,0.64,Medium
277.0,130.0,592.0,4.61,384.0,0.27,Medium
126.0,124.0,899.0,4.88,709.0,0.35,Medium
203.0,176.0,982.0,6.87,701.0,0.73,Medium
154.0,164.0,640.0,2.94,247.0,0.67,Medium
216.0,175.0,816.0,5.6,755.0,0.58,Medium
169.0,77.0,705.0,3.01,166.0,0.79,Medium
140.0,180.0,519.0,1.67,669.0,0.78,Medium
217.0,124.0,752.0,4.07,378.0,0.66,Medium
129.0,127.0,414.0,2.32,542.0,0.81,Low
338.0,139.0,270.0,5.35,498.0,0.4,Medium
186.0,70.0,767.0,1.99,227.0,0.89,Medium
192.0,103.0,435.0,5.08,436.0,0.65,Low
333.0,152.0,480.0,1.57,581.0,0.84,High
197.0,108.0,816.0,6.71,285.0,0.59,Medium
277.0,121.0,361.0,7.54,268.0,0.3,Medium
130.0,69.0,390.0,1.1,783.0,0.59,Low
324.0,161.0,208.0,4.68,359.0,0.43,Medium
114.0,108.0,259.0,0.71,746.0,0.73,Low
148.0,120.0,424.0,4.71,657.0,0.53,Low
128.0,186.0,899.0,2.64,606.0,0.85,Medium
153.0,158.0,781.0,5.28,620.0,0.71,Medium
271.0,178.0,486.0,5.17,570.0,0.72,Medium
340.0,105.0,368.0,9.24,260.0,0.3,Medium
149.0,84.0,261.0,5.49,388.0,0.99,Low
169.0,172.0,548.0,5.83,439.0,0.86,Medium
339.0,180.0,641.0,4.02,601.0,0.81,High
205.0,153.0,213.0,9.49,205.0,0.4,Low
310.0,56.0,363.0,7.77,574.0,0.58,Low
208.0,76.0,619.0,2.85,699.0,0.22,Medium
179.0,50.0,956.0,8.44,562.0,0.58,Medium
261.0,136.0,719.0,4.32,582.0,0.23,Medium
253.0,90.0,865.0,8.29,252.0,0.6,Medium
267.0,172.0,747.0,8.23,748.0,0.68,Medium
136.0,124.0,759.0,1.89,248.0,0.45,Medium
110.0,91.0,796.0,7.01,287.0,0.55,Low
163.0,166.0,227.0,2.91,752.0,0.89,Low
231.0,112.0,907.0,4.71,230.0,0.2,Medium
115.0,176.0,645.0,2.96,551.0,0.81,Medium
292.0,182.0,407.0,7.26,615.0,0.25,Medium
185.0,97.0,669.0,2.3,590.0,0.13,Medium
299.0,52.0,915.0,0.01,575.0,0.27,High
242.0,165.0,303.0,7.15,362.0,0.79,Medium
299.0,148.0,941.0,1.71,637.0,0.46,High
349.0,165.0,625.0,1.04,558.0,0.89,High
199.0,63.0,300.0,2.38,635.0,0.57,Low
185.0,110.0,838.0,4.76,783.0,0.75,Medium
296.0,144.0,721.0,0.45,394.0,0.2,High
284.0,66.0,305.0,9.71,534.0,0.81,Low
149.0,173.0,878.0,7.16,374.0,0.25,Medium
123.0,73.0,968.0,3.23,687.0,0.41,Medium
307.0,165.0,476.0,3.19,407.0,0.79,Medium
263.0,131.0,264.0,4.49,475.0,0.96,Medium
186.0,99.0,982.0,6.26,257.0,0.43,Medium
163.0,128.0,387.0,1.46,303.0,0.85,Low
100.0,119.0,337.0,8.59,174.0,0.83,Low
275.0,76.0,542.0,2.56,479.0,0.69,Medium
257.0,64.0,304.0,4.71,403.0,0.27,Low
86.0,99.0,745.0,8.71,161.0,0.37,Low
149.0,85.0,579.0,6.63,669.0,0.22,Low
206.0,57.0,309.0,3.42,207.0,0.44,Low
239.0,128.0,744.0,6.84,286.0,0.28,Medium
327.0,180.0,553.0,0.2,328.0,0.68,High
282.0,96.0,942.0,7.36,147.0,1.0,Medium
227.0,154.0,516.0,4.87,367.0,0.11,Medium
278.0,145.0,893.0,9.55,186.0,0.62,Medium
233.0,165.0,264.0,9.26,280.0,0.92,Low
221.0,62.0,532.0,9.09,124.0,0.56,Low
244.0,50.0,712.0,5.12,487.0,0.59,Medium
100.0,83.0,332.0,3.6,321.0,0.52,Low
161.0,128.0,791.0,4.65,496.0,0.34,Medium
148.0,127.0,982.0,6.9,610.0,0.15,Medium
210.0,170.0,952.0,8.84,660.0,0.47,Medium
166.0,142.0,739.0,2.07,539.0,0.15,Medium
297.0,147.0,934.0,9.18,274.0,0.6,High
240.0,131.0,734.0,8.15,410.0,0.38,Medium
257.0,87.0,695.0,9.79,373.0,0.58,Medium
196.0,63.0,820.0,8.8,134.0,0.22,Low
275.0,185.0,818.0,2.8,316.0,0.94,High
165.0,140.0,856.0,1.06,771.0,0.91,Medium
160.0,103.0,568.0,1.12,507.0,0.27,Low
231.0,179.0,609.0,2.91,618.0,0.41,High
140.0,150.0,995.0,6.14,368.0,0.65,Medium
